title,label
請幫我設定這個月的預算5000塊,budget
請幫我設定當月的預算10000元,budget
請幫我設定當月的預算10000塊,budget
請幫我設定當月的預算15000元,budget
請幫我設定當月的預算15000塊,budget
請幫我設定當月的預算20000元,budget
請幫我設定當月的預算20000塊,budget
請幫我設定當月的預算25000元,budget
請幫我設定當月的預算25000塊,budget
請幫我設定當月的預算30000元,budget
請幫我設定當月的預算30000塊,budget
請幫我設定當月的預算35000元,budget
請幫我設定當月的預算35000塊,budget
請幫我設定當月的預算5000元,budget
請幫我設定當月的預算5000塊,budget
分出女友類,category
分出生日類,category
分出生活雜務類,category
分出男友類,category
分出食材類,category
分出家庭類,category
分出裝飾類,category
分出高鐵類,category
分出軟體類,category
分出愛心類,category
分類新增女友類,category
分類新增生日類,category
分類新增生活雜務類,category
分類新增男友類,category
分類新增食材類,category
分類新增家庭類,category
分類新增裝飾類,category
分類新增高鐵類,category
分類新增軟體類,category
分類新增愛心類,category
多一個女友類,category
多一個生日類,category
多一個生活雜務類,category
多一個名為女友的分類,category
多一個名為女友的科目,category
多一個名為女友的項目,category
多一個名為生日的分類,category
多一個名為生日的科目,category
多一個名為生日的項目,category
多一個名為生活雜務的分類,category
多一個名為生活雜務的科目,category
多一個名為生活雜務的項目,category
多一個名為男友的分類,category
多一個名為男友的科目,category
多一個名為男友的項目,category
多一個名為食材的分類,category
多一個名為食材的科目,category
多一個名為食材的項目,category
多一個名為家庭的分類,category
多一個名為家庭的科目,category
多一個名為家庭的項目,category
多一個名為裝飾的分類,category
多一個名為裝飾的科目,category
多一個名為裝飾的項目,category
多一個名為高鐵的分類,category
多一個名為高鐵的科目,category
多一個名為高鐵的項目,category
多一個名為軟體的分類,category
多一個名為軟體的科目,category
多一個名為軟體的項目,category
多一個名為愛心的分類,category
多一個名為愛心的科目,category
多一個名為愛心的項目,category
多一個男友類,category
多一個食材類,category
多一個家庭類,category
多一個裝飾類,category
多一個高鐵類,category
多一個軟體類,category
多一個愛心類,category
我要新增女友的科目,category
我要新增女友的項目,category
我要新增女友類,category
我要新增生日的科目,category
我要新增生日的項目,category
我要新增生日類,category
我要新增生活雜務的科目,category
我要新增生活雜務的項目,category
我要新增生活雜務類,category
我要新增男友的科目,category
我要新增男友的項目,category
我要新增男友類,category
我要新增食材的科目,category
我要新增食材的項目,category
我要新增食材類,category
我要新增家庭的科目,category
我要新增家庭的項目,category
我要新增家庭類,category
我要新增裝飾的科目,category
我要新增裝飾的項目,category
我要新增裝飾類,category
我要新增高鐵的科目,category
我要新增高鐵的項目,category
我要新增高鐵類,category
我要新增軟體的科目,category
我要新增軟體的項目,category
我要新增軟體類,category
我要新增愛心的科目,category
我要新增愛心的項目,category
我要新增愛心類,category
我想要新增女友的科目,category
我想要新增女友的項目,category
我想要新增女友類,category
我想要新增生日的科目,category
我想要新增生日的項目,category
我想要新增生日類,category
我想要新增生活雜務的科目,category
我想要新增生活雜務的項目,category
我想要新增生活雜務類,category
我想要新增男友的科目,category
我想要新增男友的項目,category
我想要新增男友類,category
我想要新增食材的科目,category
我想要新增食材的項目,category
我想要新增食材類,category
我想要新增家庭的科目,category
我想要新增家庭的項目,category
我想要新增家庭類,category
我想要新增裝飾的科目,category
我想要新增裝飾的項目,category
我想要新增裝飾類,category
我想要新增高鐵的科目,category
我想要新增高鐵的項目,category
我想要新增高鐵類,category
我想要新增軟體的科目,category
我想要新增軟體的項目,category
我想要新增軟體類,category
我想要新增愛心的科目,category
我想要新增愛心的項目,category
我想要新增愛心類,category
我需要一個女友類,category
我需要一個生日類,category
我需要一個生活雜務類,category
我需要一個男友類,category
我需要一個食材類,category
我需要一個家庭類,category
我需要一個裝飾類,category
我需要一個高鐵類,category
我需要一個軟體類,category
我需要一個愛心類,category
添加一個名為女友的分類,category
添加一個名為女友的科目,category
添加一個名為女友的項目,category
添加一個名為生日的分類,category
添加一個名為生日的科目,category
添加一個名為生日的項目,category
添加一個名為生活雜務的分類,category
添加一個名為生活雜務的科目,category
添加一個名為生活雜務的項目,category
添加一個名為男友的分類,category
添加一個名為男友的科目,category
添加一個名為男友的項目,category
添加一個名為食材的分類,category
添加一個名為食材的科目,category
添加一個名為食材的項目,category
添加一個名為家庭的分類,category
添加一個名為家庭的科目,category
添加一個名為家庭的項目,category
添加一個名為裝飾的分類,category
添加一個名為裝飾的科目,category
添加一個名為裝飾的項目,category
添加一個名為高鐵的分類,category
添加一個名為高鐵的科目,category
添加一個名為高鐵的項目,category
添加一個名為軟體的分類,category
添加一個名為軟體的科目,category
添加一個名為軟體的項目,category
添加一個名為愛心的分類,category
添加一個名為愛心的科目,category
添加一個名為愛心的項目,category
設定新分類女友類,category
設定新分類生日類,category
設定新分類生活雜務類,category
設定新分類男友類,category
設定新分類食材類,category
設定新分類家庭類,category
設定新分類裝飾類,category
設定新分類高鐵類,category
設定新分類軟體類,category
設定新分類愛心類,category
項目新增女友類,category
項目新增生日類,category
項目新增生活雜務類,category
項目新增男友類,category
項目新增食材類,category
項目新增家庭類,category
項目新增裝飾類,category
項目新增高鐵類,category
項目新增軟體類,category
項目新增愛心類,category
項目增加女友項,category
項目增加女友類,category
項目增加生日項,category
項目增加生日類,category
項目增加生活雜務項,category
項目增加生活雜務類,category
項目增加男友項,category
項目增加男友類,category
項目增加食材項,category
項目增加食材類,category
項目增加家庭項,category
項目增加家庭類,category
項目增加裝飾項,category
項目增加裝飾類,category
項目增加高鐵項,category
項目增加高鐵類,category
項目增加軟體項,category
項目增加軟體類,category
項目增加愛心項,category
項目增加愛心類,category
新分類女友,category
新分類生日,category
新分類生活雜務,category
新分類男友,category
新分類食材,category
新分類家庭,category
新分類裝飾,category
新分類高鐵,category
新分類軟體,category
新分類愛心,category
新科目女友,category
新科目生日,category
新科目生活雜務,category
新科目男友,category
新科目食材,category
新科目家庭,category
新科目裝飾,category
新科目高鐵,category
新科目軟體,category
新科目愛心,category
新項目女友,category
新項目生日,category
新項目生活雜務,category
新項目男友,category
新項目食材,category
新項目家庭,category
新項目裝飾,category
新項目高鐵,category
新項目軟體,category
新項目愛心,category
新增一個女友類,category
新增一個生日類,category
新增一個生活雜務類,category
新增一個名為女友的分類,category
新增一個名為女友的科目,category
新增一個名為女友的項目,category
新增一個名為女友的項目,category
新增一個名為生日的分類,category
新增一個名為生日的科目,category
新增一個名為生日的項目,category
新增一個名為生日的項目,category
新增一個名為生活雜務的分類,category
新增一個名為生活雜務的科目,category
新增一個名為生活雜務的項目,category
新增一個名為生活雜務的項目,category
新增一個名為男友的分類,category
新增一個名為男友的科目,category
新增一個名為男友的項目,category
新增一個名為男友的項目,category
新增一個名為食材的分類,category
新增一個名為食材的科目,category
新增一個名為食材的項目,category
新增一個名為食材的項目,category
新增一個名為家庭的分類,category
新增一個名為家庭的科目,category
新增一個名為家庭的項目,category
新增一個名為家庭的項目,category
新增一個名為裝飾的分類,category
新增一個名為裝飾的科目,category
新增一個名為裝飾的項目,category
新增一個名為裝飾的項目,category
新增一個名為高鐵的分類,category
新增一個名為高鐵的科目,category
新增一個名為高鐵的項目,category
新增一個名為高鐵的項目,category
新增一個名為軟體的分類,category
新增一個名為軟體的科目,category
新增一個名為軟體的項目,category
新增一個名為軟體的項目,category
新增一個名為愛心的分類,category
新增一個名為愛心的科目,category
新增一個名為愛心的項目,category
新增一個名為愛心的項目,category
新增一個男友類,category
新增一個食材類,category
新增一個家庭類,category
新增一個裝飾類,category
新增一個高鐵類,category
新增一個軟體類,category
新增一個愛心類,category
新增女友類,category
新增分類女友,category
新增分類生日,category
新增分類生活雜務,category
新增分類男友,category
新增分類食材,category
新增分類家庭,category
新增分類裝飾,category
新增分類高鐵,category
新增分類軟體,category
新增分類愛心,category
新增生日類,category
新增生活雜務類,category
新增男友類,category
新增食材類,category
新增家庭類,category
新增裝飾類,category
新增高鐵類,category
新增軟體類,category
新增愛心類,category
增加一個名為女友的分類,category
增加一個名為女友的科目,category
增加一個名為女友的項目,category
增加一個名為生日的分類,category
增加一個名為生日的科目,category
增加一個名為生日的項目,category
增加一個名為生活雜務的分類,category
增加一個名為生活雜務的科目,category
增加一個名為生活雜務的項目,category
增加一個名為男友的分類,category
增加一個名為男友的科目,category
增加一個名為男友的項目,category
增加一個名為食材的分類,category
增加一個名為食材的科目,category
增加一個名為食材的項目,category
增加一個名為家庭的分類,category
增加一個名為家庭的科目,category
增加一個名為家庭的項目,category
增加一個名為裝飾的分類,category
增加一個名為裝飾的科目,category
增加一個名為裝飾的項目,category
增加一個名為高鐵的分類,category
增加一個名為高鐵的科目,category
增加一個名為高鐵的項目,category
增加一個名為軟體的分類,category
增加一個名為軟體的科目,category
增加一個名為軟體的項目,category
增加一個名為愛心的分類,category
增加一個名為愛心的科目,category
增加一個名為愛心的項目,category
增加新分類女友,category
增加新分類生日,category
增加新分類生活雜務,category
增加新分類男友,category
增加新分類食材,category
增加新分類家庭,category
增加新分類裝飾,category
增加新分類高鐵,category
增加新分類軟體,category
增加新分類愛心,category
增加新科目女友,category
增加新科目生日,category
增加新科目生活雜務,category
增加新科目男友,category
增加新科目食材,category
增加新科目家庭,category
增加新科目裝飾,category
增加新科目高鐵,category
增加新科目軟體,category
增加新科目愛心,category
增加新項目女友,category
增加新項目生日,category
增加新項目生活雜務,category
增加新項目男友,category
增加新項目食材,category
增加新項目家庭,category
增加新項目裝飾,category
增加新項目高鐵,category
增加新項目軟體,category
增加新項目愛心,category
請幫我新增女友的科目,category
請幫我新增女友的項目,category
請幫我新增女友類,category
請幫我新增生日的科目,category
請幫我新增生日的項目,category
請幫我新增生日類,category
請幫我新增生活雜務的科目,category
請幫我新增生活雜務的項目,category
請幫我新增生活雜務類,category
請幫我新增男友的科目,category
請幫我新增男友的項目,category
請幫我新增男友類,category
請幫我新增食材的科目,category
請幫我新增食材的項目,category
請幫我新增食材類,category
請幫我新增家庭的科目,category
請幫我新增家庭的項目,category
請幫我新增家庭類,category
請幫我新增裝飾的科目,category
請幫我新增裝飾的項目,category
請幫我新增裝飾類,category
請幫我新增高鐵的科目,category
請幫我新增高鐵的項目,category
請幫我新增高鐵類,category
請幫我新增軟體的科目,category
請幫我新增軟體的項目,category
請幫我新增軟體類,category
請幫我新增愛心的科目,category
請幫我新增愛心的項目,category
請幫我新增愛心類,category
以後固定支出10000元,fixed
以後固定支出15000元,fixed
以後固定支出20000元,fixed
以後固定支出25000元,fixed
以後固定支出30000元,fixed
以後固定支出35000元,fixed
以後固定支出40000元,fixed
以後固定支出45000元,fixed
以後固定支出50000元,fixed
以後固定支出5000元,fixed
我要添加10000的固定支出,fixed
我要添加15000的固定支出,fixed
我要添加20000的固定支出,fixed
我要添加25000的固定支出,fixed
我要添加30000的固定支出,fixed
我要添加35000的固定支出,fixed
我要添加40000的固定支出,fixed
我要添加45000的固定支出,fixed
我要添加50000的固定支出,fixed
我要添加5000的固定支出,fixed
我要添加一筆10000的固定支出,fixed
我要添加一筆15000的固定支出,fixed
我要添加一筆20000的固定支出,fixed
我要添加一筆25000的固定支出,fixed
我要添加一筆30000的固定支出,fixed
我要添加一筆35000的固定支出,fixed
我要添加一筆40000的固定支出,fixed
我要添加一筆45000的固定支出,fixed
我要添加一筆50000的固定支出,fixed
我要添加一筆5000的固定支出,fixed
我要新增10000的固定支出,fixed
我要新增15000的固定支出,fixed
我要新增20000的固定支出,fixed
我要新增25000的固定支出,fixed
我要新增30000的固定支出,fixed
我要新增35000的固定支出,fixed
我要新增40000的固定支出,fixed
我要新增45000的固定支出,fixed
我要新增50000的固定支出,fixed
我要新增5000的固定支出,fixed
我要新增一筆10000的固定支出,fixed
我要新增一筆15000的固定支出,fixed
我要新增一筆20000的固定支出,fixed
我要新增一筆25000的固定支出,fixed
我要新增一筆30000的固定支出,fixed
我要新增一筆35000的固定支出,fixed
我要新增一筆40000的固定支出,fixed
我要新增一筆45000的固定支出,fixed
我要新增一筆50000的固定支出,fixed
我要新增一筆5000的固定支出,fixed
我要增加10000的固定支出,fixed
我要增加15000的固定支出,fixed
我要增加20000的固定支出,fixed
我要增加25000的固定支出,fixed
我要增加30000的固定支出,fixed
我要增加35000的固定支出,fixed
我要增加40000的固定支出,fixed
我要增加45000的固定支出,fixed
我要增加50000的固定支出,fixed
我要增加5000的固定支出,fixed
我要增加一筆10000的固定支出,fixed
我要增加一筆15000的固定支出,fixed
我要增加一筆20000的固定支出,fixed
我要增加一筆25000的固定支出,fixed
我要增加一筆30000的固定支出,fixed
我要增加一筆35000的固定支出,fixed
我要增加一筆40000的固定支出,fixed
我要增加一筆45000的固定支出,fixed
我要增加一筆50000的固定支出,fixed
我要增加一筆5000的固定支出,fixed
我想要添加10000的固定支出,fixed
我想要添加15000的固定支出,fixed
我想要添加20000的固定支出,fixed
我想要添加25000的固定支出,fixed
我想要添加30000的固定支出,fixed
我想要添加35000的固定支出,fixed
我想要添加40000的固定支出,fixed
我想要添加45000的固定支出,fixed
我想要添加50000的固定支出,fixed
我想要添加5000的固定支出,fixed
我想要添加一筆10000的固定支出,fixed
我想要添加一筆15000的固定支出,fixed
我想要添加一筆20000的固定支出,fixed
我想要添加一筆25000的固定支出,fixed
我想要添加一筆30000的固定支出,fixed
我想要添加一筆35000的固定支出,fixed
我想要添加一筆40000的固定支出,fixed
我想要添加一筆45000的固定支出,fixed
我想要添加一筆50000的固定支出,fixed
我想要添加一筆5000的固定支出,fixed
我想要新增10000的固定支出,fixed
我想要新增15000的固定支出,fixed
我想要新增20000的固定支出,fixed
我想要新增25000的固定支出,fixed
我想要新增30000的固定支出,fixed
我想要新增35000的固定支出,fixed
我想要新增40000的固定支出,fixed
我想要新增45000的固定支出,fixed
我想要新增50000的固定支出,fixed
我想要新增5000的固定支出,fixed
我想要新增一筆10000的固定支出,fixed
我想要新增一筆15000的固定支出,fixed
我想要新增一筆20000的固定支出,fixed
我想要新增一筆25000的固定支出,fixed
我想要新增一筆30000的固定支出,fixed
我想要新增一筆35000的固定支出,fixed
我想要新增一筆40000的固定支出,fixed
我想要新增一筆45000的固定支出,fixed
我想要新增一筆50000的固定支出,fixed
我想要新增一筆5000的固定支出,fixed
我想要增加10000的固定支出,fixed
我想要增加15000的固定支出,fixed
我想要增加20000的固定支出,fixed
我想要增加25000的固定支出,fixed
我想要增加30000的固定支出,fixed
我想要增加35000的固定支出,fixed
我想要增加40000的固定支出,fixed
我想要增加45000的固定支出,fixed
我想要增加50000的固定支出,fixed
我想要增加5000的固定支出,fixed
我想要增加一筆10000的固定支出,fixed
我想要增加一筆15000的固定支出,fixed
我想要增加一筆20000的固定支出,fixed
我想要增加一筆25000的固定支出,fixed
我想要增加一筆30000的固定支出,fixed
我想要增加一筆35000的固定支出,fixed
我想要增加一筆40000的固定支出,fixed
我想要增加一筆45000的固定支出,fixed
我想要增加一筆50000的固定支出,fixed
我想要增加一筆5000的固定支出,fixed
固定支出10000元,fixed
固定支出15000元,fixed
固定支出20000元,fixed
固定支出25000元,fixed
固定支出30000元,fixed
固定支出35000元,fixed
固定支出40000元,fixed
固定支出45000元,fixed
固定支出50000元,fixed
固定支出5000元,fixed
添加10000的固定支出,fixed
添加15000的固定支出,fixed
添加20000的固定支出,fixed
添加25000的固定支出,fixed
添加30000的固定支出,fixed
添加35000的固定支出,fixed
添加40000的固定支出,fixed
添加45000的固定支出,fixed
添加50000的固定支出,fixed
添加5000的固定支出,fixed
添加一筆10000的固定支出,fixed
添加一筆15000的固定支出,fixed
添加一筆20000的固定支出,fixed
添加一筆25000的固定支出,fixed
添加一筆30000的固定支出,fixed
添加一筆35000的固定支出,fixed
添加一筆40000的固定支出,fixed
添加一筆45000的固定支出,fixed
添加一筆50000的固定支出,fixed
添加一筆5000的固定支出,fixed
新增10000的固定支出,fixed
新增15000的固定支出,fixed
新增20000的固定支出,fixed
新增25000的固定支出,fixed
新增30000的固定支出,fixed
新增35000的固定支出,fixed
新增40000的固定支出,fixed
新增45000的固定支出,fixed
新增50000的固定支出,fixed
新增5000的固定支出,fixed
新增一筆10000的固定支出,fixed
新增一筆15000的固定支出,fixed
新增一筆20000的固定支出,fixed
新增一筆25000的固定支出,fixed
新增一筆30000的固定支出,fixed
新增一筆35000的固定支出,fixed
新增一筆40000的固定支出,fixed
新增一筆45000的固定支出,fixed
新增一筆50000的固定支出,fixed
新增一筆5000的固定支出,fixed
增加10000的固定支出,fixed
增加15000的固定支出,fixed
增加20000的固定支出,fixed
增加25000的固定支出,fixed
增加30000的固定支出,fixed
增加35000的固定支出,fixed
增加40000的固定支出,fixed
增加45000的固定支出,fixed
增加50000的固定支出,fixed
增加5000的固定支出,fixed
增加一筆10000的固定支出,fixed
增加一筆15000的固定支出,fixed
增加一筆20000的固定支出,fixed
增加一筆25000的固定支出,fixed
增加一筆30000的固定支出,fixed
增加一筆35000的固定支出,fixed
增加一筆40000的固定支出,fixed
增加一筆45000的固定支出,fixed
增加一筆50000的固定支出,fixed
增加一筆5000的固定支出,fixed
請幫我添加10000的固定支出,fixed
請幫我添加15000的固定支出,fixed
請幫我添加20000的固定支出,fixed
請幫我添加25000的固定支出,fixed
請幫我添加30000的固定支出,fixed
請幫我添加35000的固定支出,fixed
請幫我添加40000的固定支出,fixed
請幫我添加45000的固定支出,fixed
請幫我添加50000的固定支出,fixed
請幫我添加5000的固定支出,fixed
請幫我添加一筆10000的固定支出,fixed
請幫我添加一筆15000的固定支出,fixed
請幫我添加一筆20000的固定支出,fixed
請幫我添加一筆25000的固定支出,fixed
請幫我添加一筆30000的固定支出,fixed
請幫我添加一筆35000的固定支出,fixed
請幫我添加一筆40000的固定支出,fixed
請幫我添加一筆45000的固定支出,fixed
請幫我添加一筆50000的固定支出,fixed
請幫我添加一筆5000的固定支出,fixed
請幫我新增10000的固定支出,fixed
請幫我新增15000的固定支出,fixed
請幫我新增20000的固定支出,fixed
請幫我新增25000的固定支出,fixed
請幫我新增30000的固定支出,fixed
請幫我新增35000的固定支出,fixed
請幫我新增40000的固定支出,fixed
請幫我新增45000的固定支出,fixed
請幫我新增50000的固定支出,fixed
請幫我新增5000的固定支出,fixed
請幫我新增一筆10000的固定支出,fixed
請幫我新增一筆15000的固定支出,fixed
請幫我新增一筆20000的固定支出,fixed
請幫我新增一筆25000的固定支出,fixed
請幫我新增一筆30000的固定支出,fixed
請幫我新增一筆35000的固定支出,fixed
請幫我新增一筆40000的固定支出,fixed
請幫我新增一筆45000的固定支出,fixed
請幫我新增一筆50000的固定支出,fixed
請幫我新增一筆5000的固定支出,fixed
請幫我增加10000的固定支出,fixed
請幫我增加15000的固定支出,fixed
請幫我增加20000的固定支出,fixed
請幫我增加25000的固定支出,fixed
請幫我增加30000的固定支出,fixed
請幫我增加35000的固定支出,fixed
請幫我增加40000的固定支出,fixed
請幫我增加45000的固定支出,fixed
請幫我增加50000的固定支出,fixed
請幫我增加5000的固定支出,fixed
請幫我增加一筆10000的固定支出,fixed
請幫我增加一筆15000的固定支出,fixed
請幫我增加一筆20000的固定支出,fixed
請幫我增加一筆25000的固定支出,fixed
請幫我增加一筆30000的固定支出,fixed
請幫我增加一筆35000的固定支出,fixed
請幫我增加一筆40000的固定支出,fixed
請幫我增加一筆45000的固定支出,fixed
請幫我增加一筆50000的固定支出,fixed
請幫我增加一筆5000的固定支出,fixed
3C產品類固定支出35000塊,fixed_cate
3C產品類固定支出45000塊,fixed_cate
女友類固定支出50000元,fixed_cate
以後日常用品類固定支出15000塊,fixed_cate
